filename,center_x_mm,center_y_mm,semi_axes_a_mm,semi_axes_b_mm,angle_rad
000_HC.png,93.253996297314,64.8191967784706,55.14787358267215,41.128128700122005,3.137890859674583
001_HC.png,29.98707442122356,21.42398753681628,12.275935403614536,10.433661981648834,3.130502185546267
002_HC.png,60.61440028703976,42.016332363277,38.8881707102296,29.03980998915292,0.04441380381536046
003_HC.png,34.81549475722553,27.227664120696517,31.276386247462394,22.759054714577506,3.0861919786973107
004_HC.png,81.87375629639459,57.953754107428644,60.74481050599241,43.19649810640089,0.04867885630112236
005_HC.png,49.359224833521765,28.47720642198885,30.42604106605727,23.397672720551522,3.061720857230845
006_HC.png,55.56336904397464,35.791853600005645,37.18733121405779,27.909885081109895,3.1393188466510837
007_HC.png,58.24163014331756,38.8681902820398,36.06813992379504,28.328671901654015,0.12415097738120492
008_HC.png,49.2203546463317,39.34334763946475,20.792855118116318,12.991575357917169,0.3869385311028283
009_HC.png,136.73758189066768,100.05235878637069,63.06101533280473,47.94069329423543,2.754171424539388
010_HC.png,44.69334865895614,30.95849145792852,31.924956413252943,23.649878171917187,3.1191117124059438
011_HC.png,52.53988677678571,37.991017709192334,33.6709723778323,25.343758558066344,3.1413855928150394
012_HC.png,100.46468836454262,89.06098807329536,40.31058583384096,32.272949748896245,0.4665004686689455
013_HC.png,43.09063324715647,34.95956413908138,30.335512064199705,23.081440179437372,0.0851465863720134
014_HC.png,53.34376948553393,45.51018240235707,16.353499716796073,12.350412576939009,2.2183758372017173
015_HC.png,81.12709266486713,63.53619249354167,43.18847263195748,35.17322182300482,0.012466922852933434
016_HC.png,50.145042125695674,22.731147345739583,13.555514023688806,10.427672476047176,2.5273315521067907
017_HC.png,48.85119462590068,38.01050171887375,31.864699204259153,26.180273429317364,2.796957770612601
018_HC.png,60.25945982068498,36.76121637881249,48.48542775120486,36.09654315927071,3.1167068779416023
019_HC.png,43.25979892134157,21.286317900026198,22.49135542960897,17.053993018466098,0.038392662906800316
020_HC.png,17.28570397168025,14.738298767882785,13.997563863235984,10.849022116068337,0.07395385294262838
021_HC.png,23.937256294693977,17.17415713154858,13.672381807925989,11.470623433512893,3.111238209801179
022_HC.png,47.25108307817167,33.18570946363798,32.87446897670318,26.970134150501615,0.07958603917398246
