filename,center_x_mm,center_y_mm,semi_axes_a_mm,semi_axes_b_mm,angle_rad
000_HC.png,94.54892167297922,65.10674843743597,53.029431206221545,40.39559894642,3.08281655517369
001_HC.png,30.11622680912622,21.561597133653574,12.018525718722952,10.674752593033244,0.31832924299382537
002_HC.png,59.187517233350135,42.11762778560922,38.31622868422529,28.96397202426976,3.121885927313479
003_HC.png,34.479185468181655,27.4758313631281,31.638469030923357,22.419868919460296,3.1187089092910694
004_HC.png,80.88359324100068,59.50304171200389,56.08250199073998,42.78275926880435,0.011232281371572698
005_HC.png,49.11263503472482,28.291556320605686,30.085554350214416,23.28559680769557,3.0595847357204926
006_HC.png,55.09235028255631,36.1054963297657,36.455875066915695,27.60089728561957,3.0859937063541545
007_HC.png,58.43944277954618,38.982351195522554,36.023123954351284,28.3646989419199,0.0988121980315915
008_HC.png,48.85847828517128,39.372693142368306,17.393927579643808,12.615099995372113,0.4726662192246969
009_HC.png,135.04007019921264,101.20618720687268,57.5637627336416,47.16798353846983,2.648761777539343
010_HC.png,45.1403653524431,31.288660153554044,30.50929604809282,23.704951677778705,3.133924613863128
011_HC.png,52.50412282444547,38.09207800146996,32.1439121854565,25.375722563234575,3.128856485150653
012_HC.png,102.48160008192839,89.99549242532203,39.651345699583096,31.26424025692563,0.6747081337460489
013_HC.png,43.517090086784144,35.37057188855003,30.088464075966332,22.901512486418685,0.1329330173918502
014_HC.png,53.4238293457604,45.002580621556326,15.267547934842748,12.44896413939478,2.2397008333144175
015_HC.png,81.51808612382261,63.60596445332989,41.66676554010253,35.08876027234254,0.055747817940574186
016_HC.png,50.431481885398625,22.140002304693724,12.613017849908651,10.556481090887006,2.5789509377255238
017_HC.png,48.4284119219201,38.10323332971566,31.020259741735728,25.91145689842542,2.681451280971739
018_HC.png,60.02658246587384,37.34458130326509,47.4643732967812,36.00565569061257,0.018361030977496803
019_HC.png,43.65534273106457,21.558234196085046,22.431897684217482,16.742323521904098,3.1340079708052477
020_HC.png,17.3818258346995,14.726993475309795,13.911626694041654,10.950332442396732,0.07633045789941509
021_HC.png,23.862992696353054,17.36768408461632,13.902325582797017,11.767778287074666,3.072610656086234
022_HC.png,47.27672402028918,33.08772297197567,32.86483928741911,26.77944295549338,0.1447871468779564
023_HC.png,43.64015359563684,29.48220372627222,31.670524034683403,25.703789289107952,3.0781136790047188
024_HC.png,50.48012554835993,39.05025370356174,28.002156242230697,23.478719768725806,3.118713569822977
025_HC.png,47.31030347342928,36.162100673776905,31.912262056530935,25.14185041956906,2.9718406351792703
026_HC.png,49.062848913474475,22.881344198832227,15.675726733934138,12.104153409890962,0.27363341041902556
027_HC.png,84.24038948868898,47.18489751482287,28.531985383193057,26.0974863323309,0.9349327943926344
028_HC.png,56.99424251688553,31.898010396754856,29.682753983354623,25.22960072134098,0.00022596921849322337
029_HC.png,47.249442339962044,32.64597672271166,31.42674291261188,24.13266345850665,0.0643656740700161
030_HC.png,39.79174943902542,33.896346535099006,18.46737669652703,14.442565644934037,0.026918965982411933
031_HC.png,39.360251571266865,26.253354513165796,30.149483806990744,23.01818757229354,3.107832426241131
032_HC.png,42.481549161253426,28.110257985745715,32.940941067792224,24.292695705884665,0.035542814224306524
033_HC.png,58.53698527355492,43.71273909286285,20.10234694910817,16.436878033827835,2.355533693346869
034_HC.png,71.4292424002392,35.20272360667193,11.104253233499342,8.941525792296432,3.0113460999475605
035_HC.png,51.30360773244491,31.724169149331157,32.157646980668396,24.779904151588987,0.08168927064487254
036_HC.png,105.63261369005134,74.60126372101708,51.93958296529283,41.54051489947114,0.31096347205088426
037_HC.png,31.793376600963143,20.25024940482663,13.649185925984733,10.971824802982164,3.1076832892200867
038_HC.png,41.76118786511055,29.04533042445297,32.154970684722485,25.895828743383294,3.1142899260943007
039_HC.png,80.54392983791521,57.78304882197107,51.702554422586054,41.39184403592484,3.078422339375059
040_HC.png,49.147331062707565,37.08152769214186,29.101719469725225,22.021375071609,0.0932091734141738
041_HC.png,46.66634265034424,33.98437847178025,31.388247033753522,22.000990215593976,3.110716629701687
042_HC.png,68.98615122291369,43.19760302552107,45.55677023045975,32.61872396235694,0.10939307020053082
043_HC.png,61.17173492861929,45.28212963770934,51.67731205001131,41.49708437659215,0.04348289585632326
044_HC.png,35.52447030484071,24.727513910311174,22.603358204971933,18.62596522273376,0.07864367962225792
045_HC.png,25.846444882182904,16.72567776988594,13.389154323463105,11.429308823927357,1.0299125704575474
046_HC.png,38.98660372302527,36.696573898363354,30.248598877164035,25.22148089482543,2.8053545843715666
047_HC.png,54.757332518877135,32.46290298920376,31.251009393044374,25.563081214358743,3.0226493545621835
048_HC.png,75.87336751585205,49.8357638683762,45.10145824584563,32.589016892641574,2.907101319608316
049_HC.png,36.959091044961845,31.911219494277958,28.346390471390126,23.277236009445897,2.968308351467444
050_HC.png,75.54585488770165,60.73711824814982,51.11401092230307,43.097149520850245,2.796179062309862
051_HC.png,48.45329906158416,30.584725376771363,30.780603328467212,26.065135077909627,3.1374359917603973
052_HC.png,58.25187120789256,30.633043938711367,36.05974367822662,27.87276910990332,0.038934083556413424
053_HC.png,43.777989443540626,29.524558064880335,29.13464428494951,21.07686768398322,0.09134256380613726
054_HC.png,40.01850875666939,26.89469253501984,27.948239132689224,22.344629663685645,0.1809976155875458
055_HC.png,42.58007221586097,28.135724112258302,32.66586227118519,24.888191778382925,0.09115028357543353
056_HC.png,42.172018838812484,24.374653813591273,29.12704080483166,21.999646289567472,0.20074894981211847
057_HC.png,50.49420516578903,35.65445244672552,32.98116674235784,25.766387822109994,3.1304723581420584
058_HC.png,69.3873421708214,45.707447162332414,33.90203021627993,27.637177452670315,3.0729073322316687
059_HC.png,44.818180801633765,44.6283796894616,33.67998144453563,28.496130614327335,0.4604650798485534
060_HC.png,55.24687499789163,47.688879728677975,30.792419668790323,23.915658376718465,0.04323708608770895
061_HC.png,100.37797354898244,41.07437907614675,50.014153156729854,38.61622947118724,0.27612799341210276
062_HC.png,40.55381038233632,30.25578369497235,31.792274366539015,25.39223603150758,3.0931111375254456
063_HC.png,42.82363145350202,24.35173091056663,14.109151558349042,10.96265704152774,0.21167749766136765
064_HC.png,74.51497922441,46.38745407661099,54.24215344550133,43.566803042254165,0.07157937851471373
065_HC.png,90.89475503306002,62.85702349677076,47.79456165263375,39.68842487485234,2.7314745009911334
066_HC.png,36.49625823886321,28.82097295315736,32.10676471428367,25.82249650788559,0.02318015412804969
067_HC.png,56.203000958108674,39.43875225921818,32.2993047068675,25.024343532803577,0.05594409291291303
068_HC.png,91.0779243593666,68.38940260686925,54.02579169235914,42.56078748549551,3.0678328119325773
069_HC.png,46.10257629326122,30.805961574301588,30.18129599158088,24.02757533838701,0.05337294403849603
070_HC.png,47.502401808798126,33.81834107822579,31.05217365502902,23.77101633269892,0.041491117677053005
071_HC.png,31.73606936305123,21.39804288793477,19.650128390833462,15.402322078522607,0.05672080384483464
072_HC.png,40.683203297495666,30.759797479818197,28.821905029956792,24.033780100076797,0.07925101350885048
073_HC.png,38.76562714834897,36.77895739125561,18.764458586030255,14.693172902652739,2.801767972173502
074_HC.png,42.661876523885844,31.660029755115747,31.138369983463086,23.756145789586935,0.05951445982832776
075_HC.png,51.89997938770411,36.560261632001016,32.04390055895826,25.570052240004642,3.08979203985888
076_HC.png,53.45657254413791,38.57770279724853,32.39464619554011,26.386422791845476,0.012723385265908065
077_HC.png,47.551506230385,26.679778180505437,22.516486635366,15.022101632268376,2.824154770612817
078_HC.png,24.77706779726753,13.42311997577737,13.666683723046155,10.6992788039395,3.130383275403595
079_HC.png,89.82277592258542,57.95991279939694,59.829167373240615,41.51929539507638,0.034811643347025266
080_HC.png,46.25863437923196,20.789342313800798,18.096359831647653,14.26309186977431,0.6398397650678049
081_HC.png,62.45171963987122,42.919100331830386,32.04964498503976,26.88144338809732,2.9823461398893607
082_HC.png,40.41361327218006,26.669990575071047,29.377983954555305,23.456166160307227,0.014967764274572342
083_HC.png,47.23152840594606,28.2382241016861,34.597150880377406,25.912245791499252,0.0021090904252882526
084_HC.png,36.21757587542105,32.530765208482734,29.668208719833647,23.914253820604248,0.017788451343129768
085_HC.png,57.07161614756141,35.42684672964484,32.629090917830084,24.955160999715986,3.131804205003207
086_HC.png,42.22261122688275,36.38550655956433,28.642975686706524,21.334715859081545,3.0614062047480526
087_HC.png,73.24360400861292,49.862360269870535,55.59165383115889,37.7240734270785,2.9940174433666327
088_HC.png,139.54501444788934,93.1288906653208,58.93567530843435,43.896430669518004,3.135743952361816
089_HC.png,60.7013029410004,36.25938904877317,35.62545906586923,26.468111178234135,0.02782337548860284
090_HC.png,39.25471655235968,27.73370620510379,28.644971351071852,21.57290037056738,0.1109048135933143
091_HC.png,42.1926937865045,27.866096489983295,31.009396513598624,24.4730587044033,0.04411020345109143
092_HC.png,104.19131500544009,78.76736289535532,31.781132964950455,28.091621272670675,0.620816805401369
093_HC.png,40.57890800958092,29.531464986884437,31.675549484763913,23.94906883701488,0.03155726049494844
094_HC.png,46.28975370276566,34.397144829067635,31.465400264762955,23.22241510766926,3.1221602329057574
095_HC.png,50.373566668858956,33.71335241796536,31.017622271790845,25.20570325020954,0.20115574766862807
096_HC.png,62.87151991156697,45.452357555578935,47.545489356793695,36.485284152558705,3.135923449419287
097_HC.png,64.0272880970735,26.850750825032627,16.892508157323807,14.893405642074098,1.5276882708620019
098_HC.png,50.91599851435937,37.71237656586366,33.56391404226573,27.250630610029077,3.134157374142401
099_HC.png,101.4367302558929,77.25747583316758,40.035872687982696,32.00101274538839,2.893238101395854
100_HC.png,42.50264479209521,27.27878178166584,31.10026157547522,22.230230004879076,0.04161655256439573
101_HC.png,44.49017513630923,39.47374410680344,31.780891893488338,22.23866846278588,0.08643475739128473
102_HC.png,46.2603876695943,34.246703017952605,30.45965023404076,24.578433301126022,3.033362053205082
103_HC.png,30.023758856436892,35.12605192643493,15.046260963481984,11.491939401911647,2.8856936323437687
104_HC.png,49.79928177122132,41.15477590648811,31.206820218991552,23.627447233897517,0.028243622308617346
105_HC.png,112.58681231298807,76.10645602690771,51.71899465074621,41.05833621306257,3.0972591440812987
106_HC.png,58.19661393529352,48.54939138401344,33.78078641010341,26.319476516084254,0.04294080941643764
107_HC.png,44.34891639811549,31.484475973840798,29.735687419493996,23.1168361055529,3.1351147805542845
108_HC.png,39.724979050278264,27.60695937153892,29.11251578554908,23.33137547804141,2.9683502962546124
109_HC.png,33.52999339245371,28.707523077426497,30.16940205450092,24.876768074203362,3.0819955026096184
110_HC.png,101.19439046892967,57.18198871236115,29.602393613935334,23.875572894105776,0.05620135427421468
